class3_code,substance_code
222,225532CSI
222,228201ACH
222,228202ACH
222,237001ACR
222,237003ACR
222,237031ASY
222,242601ACH
222,264800ATB
222,267400ATB
222,268000ATB
222,429030ASS
222,429031ASS
222,439101ATB
222,452101CPC
222,452102CPC
222,452103CPC
222,493200ATB
222,497130CSI
222,497131CSI
222,500431CSI
222,500432CSI
222,503301ACH
222,532000ASY
222,532100ASY
222,532500ASY
222,532600ASY
222,532700ASY
222,532800ASY
222,532900ASY
222,533000ASY
222,533400ASY
222,533500ASY
222,533600ASY
222,543100CSI
222,543300CSI
222,543500CSI
222,543800CSI
222,543900CSI
222,544000CSI
222,544100CSI
222,544200CSI
222,677200ASY
222,684000ASY
222,690300ASY
222,696700CSI
222,801100CSI
223,370602CSI
223,693101CSI
229,100701ACH
229,100702ATR
229,113601ATB
229,186302BIJ
229,186304BIJ
229,186305BIJ
229,186330BIJ
229,220902ATB
229,443600ATB
229,457301CCH
229,457330CSI
229,474501BIJ
229,490303ATB
229,490331ASY
229,490335ASY
229,490336ASY
229,503430CSI
229,611901CSI
229,611902CSI
229,614701ATB
229,620301ATB
229,620302ATB
229,620303ATB
229,631200CSI
229,633730CSI
229,635300CSI
229,641101CSI
229,643700CSI
229,651201BIJ
229,656101ACS
229,656101ATB
229,656102ACS
229,656102ATB
229,669801BIJ
229,672200CSI
229,681301BIJ
229,683700ASY
229,683800CSI
229,687100ASY
229,698400CSI
229,698500CSI
229,698600CSI
229,698700CSI
229,698800CSI
229,699901ATB
229,730500CSI
229,800100CSI
230,740800ATB
231,116131CLQ
231,116132CLQ
231,116134CLQ
231,131330CLQ
231,131331CLQ
231,131332CLQ
231,131341CLQ
231,131344CLQ
231,131348CLQ
231,149702ACH
232,109903ATB
232,109931ALQ
232,109932ALQ
232,109935ALQ
232,109937ALQ
232,115001ACH
232,118101ASS
232,133301ATB
232,133302ATB
232,133303ATB
232,133330BIJ
232,157301ATB
232,157301ATD
232,157302ATB
232,157302ATD
232,157302BIJ
232,157303ATB
232,167003ATB
232,181301ACE
232,181301ATD
232,181302ACE
232,181302ATD
232,196301ATB
232,196302ATB
232,202701ACH
232,202701ATB
232,202704ATB
232,204401ACE
232,204401ATE
232,204402ATE
232,204403ATE
232,208801ATE
232,208801BIJ
232,208802ATE
232,222201ATE
232,222202ATE
232,222203ATE
232,222901ATB
232,222902ATR
232,225201ACR
232,225201ATR
232,225202ACR
232,225202ATR
232,233102ATB
232,235401ACH
232,244802ATB
232,367201ACH
232,367201ACR
232,367201ATB
232,367202ACH
232,367202ACR
232,367202ATB
232,367203ACR
232,367203ATB
232,430101ATB
232,430102ATB
232,459401BIJ
232,488601ATB
232,489302ATB
232,494201ATB
232,494201ATD
232,494202ATB
232,494202ATD
232,498001ACH
232,498002ACH
232,505501ATE
232,505601ATB
232,509902ACH
232,519201ATE
232,519202ATE
232,621701ATB
232,621702ATB
232,621901ACR
232,621902ACR
232,640200ATB
232,656701ATE
232,664500ATB
232,670700ATB
232,675801ATB
232,675801ATD
232,675802ATB
232,675802ATD
232,684100ATB
232,694400ATB
232,694500ATB
232,704600ATB
232,704701ATB
232,704702ATB
232,705900ATB
232,706000ATB
232,706100ATB
232,708000ATB
232,718400ATB
232,719500ATB
232,719600ATB
232,723400ATB
232,726700ATB
232,730300ATB
232,733301ATB
232,734800ATB
232,737800ATB
232,737900ATB
232,740900ATB
234,105201ASS
234,105203ATB
234,105230ASS
234,105902ATB
234,121801ATB
234,187201ASS
234,187203ATB
234,187402ATB
234,187501ATB
235,145901ATB
235,167301ATB
235,167330BIJ
235,167331BIJ
235,204601ATD
235,204603ATB
235,204603ATD
235,204630BIJ
235,204631BIJ
235,222601ATD
235,222630BIJ
235,483001ACH
235,483002ACH
235,490030BIJ
235,490031BIJ
235,505701CPC
235,616001BIJ
235,654500ATE
235,674900ACH
236,100301ACH
236,246502ATB
236,246503ACH
236,246506ATB
237,113201ACH
237,113231AGN
237,113232APD
237,146430ASS
237,146431ASS
237,146432ASS
237,164431APD
237,180501ACH
237,185102ACH
237,225402ACH
237,225402APD
237,231802ACH
237,461101ACH
237,461130AGN
237,461130APD
237,461131AGN
237,461131APD
237,473502ACE
237,473503ACE
237,473533APD
237,487401ACH
237,720200APD
237,727100APD
237,738400APD
238,117802CSP
238,214630AGN
238,415730APD
238,544700CLQ
238,544900CLQ
238,622001ATB
238,622002ATB
239,114511ATE
239,122301ATB
239,142430BIJ
239,148402ATB
239,148432ASS
239,148501ATB
239,183501ATB
239,190802AGR
239,190802ATR
239,190802CSP
239,190803ATR
239,190803CSP
239,190806AGR
239,190808ATR
239,190811ATR
239,190812ATR
239,190832CLQ
239,193701ATB
239,193730BIJ
239,212501ATB
239,222602ATB
239,222603ATB
239,227730ASS
239,227731ASS
239,227735ASS
239,230202BIJ
239,244301ATB
239,244302ATB
239,244303ATR
239,244305ATB
239,244330ASY
239,294300ACS
239,421001APD
239,421001ATB
239,421004ATR
239,475001ACH
239,593401ACH
239,614901ATB
239,668001ACH
241,141401APD
241,141401ATB
241,141401ATD
241,141404APD
241,141404ATB
241,141404ATD
241,141407ATL
241,141408ATL
241,141409ATL
241,141410ATL
241,141411ATL
241,141430BIJ
241,236003BIJ
241,236030BIJ
241,247330BIJ
241,348405BIJ
241,348407BIJ
241,348409BIJ
241,348430BIJ
241,348431BIJ
241,348432BIJ
241,348434BIJ
241,348435BIJ
241,348436BIJ
241,348440BIJ
241,348441BIJ
241,348443BIJ
241,348446BIJ
241,723201BIJ
241,723202BIJ
243,151130BIJ
243,151131BIJ
243,183601ATB
243,183602ATB
243,183603ATB
243,183604ATB
243,183606ATB
243,183607ATB
243,183608ATB
243,183609ATB
243,183610ATB
243,183611ATB
243,183612ATB
243,191801ATB
243,191803ATB
243,220101ATB
243,439601BIJ
243,471501ATB
243,471502ATB
243,487502BIJ
243,646301BIJ
244,207201ATB
245,116401ATB
245,116530BIJ
245,119501CMS
245,140801ATB
245,141901ATB
245,141903ATB
245,141904ATB
245,142230BIJ
245,142232BIJ
245,152630BIJ
245,152633CLQ
245,160201ATB
245,170901ATB
245,170906ATB
245,193302ATB
245,193304ATB
245,193305ATB
245,193601BIJ
245,193603BIJ
245,193604BIJ
245,203131BIJ
245,203132BIJ
245,203133BIJ
245,217001ATB
245,217034ASY
245,243201ATB
245,243202ATB
245,243203ATB
245,243335BIJ
245,547100CCM
245,547400CCM
245,669401BIJ
245,669402BIJ
247,139401ATB
247,140302ACH
247,154901ATB
247,154903ATB
247,155001ATB
247,155002ATB
247,155401ATB
247,155402ATB
247,183401CIM
247,188903ATB
247,188906ATB
247,195001ACS
247,239001ATB
247,297400ATB
247,297800ATB
247,398400ATB
247,433700ATB
247,433800ATB
247,490400ATB
247,556301BIJ
247,615701ATB
249,136201ATB
249,162702BIJ
249,162730BIJ
249,162731BIJ
249,162732BIJ
249,162734BIJ
249,162735BIJ
249,162803BIJ
249,162804BIJ
249,162805BIJ
249,169402BIJ
249,169404BIJ
249,181202BIJ
249,181203BIJ
249,181204BIJ
249,190201BIJ
249,190202BIJ
249,203702BIJ
249,203703BIJ
249,203704BIJ
249,203730BIJ
249,455735BIJ
249,455736BIJ
249,455737BIJ
249,455738BIJ
249,455739BIJ
249,465001BIJ
249,500330BIJ
249,500331BIJ
249,500333BIJ
249,500334BIJ
249,500336BIJ
249,500337BIJ
249,500338BIJ
249,500339BIJ
249,500340BIJ
249,500341BIJ
249,500342BIJ
249,500343BIJ
249,504303BIJ
249,504305BIJ
249,504306BIJ
249,504307BIJ
249,504308BIJ
249,504309BIJ
249,504310BIJ
249,504311BIJ
249,554600BIJ
249,565601BIJ
249,572531BIJ
249,572532BIJ
249,572533BIJ
249,572534BIJ
249,572535BIJ
249,572536BIJ
249,572537BIJ
249,572538BIJ
249,621601BIJ
249,621603BIJ
249,685401BIJ
249,685402BIJ
249,685403BIJ
249,689501BIJ
249,689502BIJ
249,689503BIJ
249,689504BIJ
249,689505BIJ
252,146304CTR
252,193030BIJ
252,207530BIJ
252,207531BIJ
252,233501BIJ
255,135632CCM
255,137401CTB
255,137403CTB
255,155202CSP
255,216203CSP
255,226702ACS
255,336400CCS
255,505801ATB
255,507700CTB
256,392430CCM
259,104803ATR
259,159001ATB
259,210701ACH
259,215902ATR
259,219701ATB
259,219702ATB
259,224330BIJ
259,234601ACR
259,234601ATD
259,234601ATR
259,234603ACR
259,234603ATD
259,234603ATR
259,235501ATB
259,235502ATB
259,235503ATB
259,245501ATB
259,299100AGN
259,357102ACR
259,357102ATB
259,357103ACR
259,357103ATR
259,458801ACS
259,458801ATB
259,473430BIJ
259,473431BIJ
259,493801ATB
259,493802ATB
259,503801ATR
259,503802ATR
259,504202ACH
259,504202ATB
259,504203ACH
259,504203ATD
259,614201ATB
259,614202ATB
259,614203ATB
259,625701ATR
259,625702ATR
259,655601ATB
259,655602ATB
259,657401ATB
259,657402ATB
259,698100ACR
261,131303CCM
261,131304CLQ
261,131309CDS
261,131311CDS
261,131321CDS
261,216201CLQ
261,216206CDS
261,216206CLQ
261,216214CDS
261,216227CDS
261,216245COM
261,216250CDS
261,216255CDS
261,382201CLQ
261,382203CLQ
262,249303CDS
262,454600CDS
263,186933CCM
263,227430CCM
263,227431CCM
263,227432CCM
263,227433CCM
263,417830CLQ
264,107730CLT
264,107731CLT
264,120203CPC
264,120204CPC
264,120205CPC
264,120234CPC
264,120235CPC
264,120236CPC
264,122831CCM
264,122832CCM
264,135831CCM
264,135831COM
264,135833CLQ
264,135834CLQ
264,135835CLQ
264,135836CLQ
264,135837CLQ
264,135838CLQ
264,135839CLT
264,135842CCM
264,135842COM
264,135844CCM
264,135844COM
264,135845COM
264,141531CCM
264,141533CCM
264,141535CLT
264,141537CLT
264,141540CLT
264,141542CCM
264,141543CLT
264,141631CCM
264,141632CCM
264,141633CLT
264,141634CLT
264,141636CCM
264,142131CCM
264,143302CPL
264,143331CCM
264,143537CCM
264,144431CCM
264,144432CCM
264,144433CCM
264,144434CCM
264,144530COM
264,144532CLT
264,160834CLQ
264,160835CCM
264,161904CPL
264,170932CCM
264,170933CSS
264,170934CSS
264,170938CLT
264,170939CLT
264,170941CLT
264,170942CLT
264,170943CLT
264,170944CLT
264,170945CLT
264,170946CLT
264,170947COM
264,171130CCM
264,174830CCM
264,174834CCM
264,179732COM
264,179733CCM
264,179733COM
264,179734COM
264,179735CCM
264,179736CCM
264,179901CPL
264,179901CPO
264,179903CPL
264,183806CPO
264,193433CCM
264,193433COM
264,193434CLT
264,193435CLT
264,193438CLT
264,214005CPC
264,214033CCM
264,214035CCM
264,214037CCM
264,216932CCM
264,216932COM
264,216933CCM
264,216933COM
264,216935CCM
264,216935CLT
264,216936CLQ
264,216939CCM
264,216940CLQ
264,216941CLQ
264,216943CLQ
264,216944COM
264,216945CLT
264,216946CCM
264,216947CCM
264,216947COM
264,217531CCM
264,217533CCM
264,217534CCM
264,217535CLT
264,217536CCM
264,217537CCM
264,243331CCM
264,243332CCM
264,243339COM
264,361332CCM
264,361333CCM
264,361334CCM
264,361334COM
264,361336CCM
264,361338CCM
264,361339CLT
264,361340CLT
264,361342CLT
264,361344CLT
264,361346COM
264,361347CCM
264,361347COM
264,361350CLT
264,361351CLT
264,657500CCM
265,107830CCM
265,107832CLQ
265,107833CLQ
265,120930CCM
265,120933CCM
265,120934CCM
265,120935CCM
265,120936CCM
265,137431CCM
265,137433CCM
265,137434CCM
265,137435CCM
265,137436CCM
265,150831COM
265,159930CCM
265,162330CCM
265,162331CCM
265,162333CCM
265,162337CCM
265,177932CCM
265,179632CCM
265,179633CCM
265,179636CCM
265,198731CCM
265,198732CCM
265,226902CTB
265,226931CCM
265,226932CCM
265,235630CCM
265,235631CCM
265,235632CCM
265,235633CCM
265,235731CCM
265,235733CCM
265,235735CCM
265,235736CLQ
265,235744CCM
265,235745CCM
265,451630CCM
265,451631CLQ
265,528800CCM
265,528900CCM
265,545500CCM
265,545600CCM
265,545800CCM
265,545900CCM
265,546600CCM
265,546700CCM
265,546900CCM
265,548200CCM
265,548300CCM
265,548500CCM
265,801200CCM
266,246132CCM
266,246132COM
266,246133CCM
266,246134CCM
266,246136CCM
266,426001CCM
269,102935CCM
269,102935COM
269,102936CCM
269,102937CCM
269,102939COM
269,121530COM
269,141634COM
269,141635COM
269,144731CCM
269,194130CCM
269,194132CCM
269,197630COM
269,197631COM
269,197632COM
269,197633COM
269,197634COM
269,197635COM
269,426330COM
269,426331COM
269,426332COM
269,426333COM
269,439302CCM
269,446430CCM
269,446431CCM
269,548600CCM
269,548700CCM
269,548800CCM
269,548900CCM
269,549300CCM
269,549400CCM
269,549700CCM
269,549700CEN
269,549700COM
269,549800CCM
269,549800COM
269,658500CCM
269,685900CCM
269,800500CCM
310,110405ATB
311,102301ACH
311,104601ACS
311,104601ATB
311,104602ACS
311,121601ACS
311,121630BIJ
311,178701ACS
311,430731BIJ
311,624001ACS
311,624002ACS
312,237301ATB
312,237330BIJ
312,316400BIJ
312,316600BIJ
313,162601ATB
313,162602ATB
313,188601ACH
313,188602ACH
313,188602ATB
313,221603ATB
313,221606ATB
314,110430BIJ
314,110431BIJ
314,110433BIJ
315,248830BIJ
316,301500ATB
316,301600ATB
316,316900BIJ
316,317000BIJ
319,712800ATB
319,720400ATB
321,122001BIJ
321,122202BIJ
321,302600ATB
321,303200ATB
321,462700ATB
321,473800ATB
321,480200ATB
321,498200ATB
321,498300ATB
321,503100ATB
321,508700ATB
321,519000ATB
321,526100ATB
321,665600ATB
321,670000ATB
321,686700ATB
322,158631ALQ
322,158632ALQ
322,215001ACH
322,228902ACH
322,303403ATR
322,359730BIJ
322,359731BIJ
322,379302ACH
322,379330ALQ
322,533700ALQ
322,704501BIJ
322,704502BIJ
322,704503BIJ
323,142703BIJ
323,142706BIJ
323,142708BIJ
323,142709BIJ
323,142710BIJ
323,142711BIJ
323,142712BIJ
323,142713BIJ
323,142714BIJ
323,142715BIJ
323,142717BIJ
323,142718BIJ
323,142719BIJ
323,142720BIJ
323,142728BIJ
323,142733BIJ
323,142734BIJ
323,148001BIJ
323,148002BIJ
323,148003BIJ
323,148004BIJ
323,148005BIJ
323,148006BIJ
323,148008BIJ
323,163701BIJ
323,230301BIJ
325,107139BIJ
325,107140BIJ
325,107141BIJ
325,107142BIJ
325,107143BIJ
325,107144BIJ
325,107145BIJ
325,107148BIJ
325,107152BIJ
325,107153BIJ
325,107154BIJ
325,107155BIJ
325,107156BIJ
325,107158BIJ
325,107159BIJ
325,107160BIJ
325,418400BIJ
325,422400BIJ
325,422500BIJ
325,434700ATB
325,452200BIJ
325,455300BIJ
325,464500BIJ
325,475600BIJ
325,475700BIJ
325,477600BIJ
325,477700BIJ
325,480500BIJ
325,481000BIJ
325,482300BIJ
325,489931BIJ
325,505100BIJ
325,505200BIJ
325,505300BIJ
325,513400BIJ
325,524200BIJ
325,524300BIJ
325,524400BIJ
325,524500BIJ
325,524600BIJ
325,526700BIJ
325,529300ALQ
325,529400ALQ
325,529500ASS
325,529600ASS
325,598900BIJ
325,607900BIJ
325,608000BIJ
325,619400BIJ
325,619500BIJ
325,619600BIJ
325,619700BIJ
325,619800BIJ
325,619900BIJ
325,635400BIJ
325,635500BIJ
325,636600BIJ
325,667700BIJ
325,676400BIJ
325,687300BIJ
325,712100BIJ
325,723600BIJ
325,723700BIJ
325,723800BIJ
325,724900BIJ
325,725000BIJ
325,725100BIJ
325,726000BIJ
325,726100BIJ
325,727200BIJ
325,728600BIJ
325,728700BIJ
325,728800BIJ
325,728900BIJ
325,729000BIJ
325,729100BIJ
325,730400BIJ
325,731100BIJ
325,731300BIJ
325,732200BIJ
325,733700BIJ
325,733800BIJ
325,733900BIJ
325,735100BIJ
325,738500BIJ
325,741700BIJ
325,742700BIJ
325,742800BIJ
329,230503BIJ
329,230504BIJ
329,441030BIJ
329,441031BIJ
329,441033BIJ
329,486700BIJ
329,486800BIJ
329,511900BIJ
329,612400BIJ
331,215801ATR
331,215803BIJ
331,215804BIJ
331,215807BIJ
331,228701BIJ
331,228703BIJ
331,228707BIJ
331,228708BIJ
331,228709BIJ
331,228710BIJ
331,228711BIJ
331,228712BIJ
331,228713BIJ
331,228714BIJ
331,228715BIJ
331,228719BIJ
331,228722BIJ
331,228726BIJ
331,228728BIJ
331,228757BIJ
331,319000BIJ
331,319500BIJ
331,319600BIJ
331,319700BIJ
331,319800BIJ
331,320000BIJ
331,320100BIJ
331,320200BIJ
331,320300BIJ
331,320400BIJ
331,320600BIJ
331,320700BIJ
331,320900BIJ
331,348500BIJ
331,348600BIJ
331,348700BIJ
331,349000BIJ
331,349300BIJ
331,349400BIJ
331,349500BIJ
331,367800BIJ
331,389800BIJ
331,400600BIJ
331,496200BIJ
331,496300BIJ
331,496700BIJ
331,518100BIJ
331,519400BIJ
331,653700BIJ
332,152904BIJ
332,152905BIJ
332,152906BIJ
332,168430BIJ
332,168431BIJ
332,194801CDS
332,238201DPD
332,242501ACH
332,242530BIJ
332,242531BIJ
332,372504CDS
332,372505CDS
332,372506CDS
332,454205CDS
332,454206CDS
332,511801CDS
332,650701BIJ
333,140230BIJ
333,140231BIJ
333,140232BIJ
333,140233BIJ
333,140234BIJ
333,152130BIJ
333,152131BIJ
333,152132BIJ
333,152133BIJ
333,152134BIJ
333,168630BIJ
333,168631BIJ
333,168632BIJ
333,168636BIJ
333,168637BIJ
333,168638BIJ
333,198430BIJ
333,198432BIJ
333,249103ATB
333,249105ATB
333,380700BIJ
333,450130BIJ
333,465830BIJ
333,465831BIJ
333,511401ATB
333,511402ATB
333,511403ATB
333,511404ACH
333,511404ATB
333,613701ACH
333,613702ACH
333,617001ATB
333,617002ATB
333,643601ATB
333,643602ATB
333,643603ATB
333,650501BIJ
339,116201ATB
339,116202ATB
339,133201ACR
339,133201ATB
339,133201ATR
339,133202ATB
339,133203ACR
339,133203ATR
339,158930BIJ
339,158931BIJ
339,158932BIJ
339,158933BIJ
339,158934BIJ
339,158935BIJ
339,158936BIJ
339,174701ATB
339,181801BIJ
339,181802BIJ
339,181803BIJ
339,216030BIJ
339,220330BIJ
339,226101ATB
339,226103ATR
339,239201ATB
339,239202ATB
339,319200BIJ
339,321000BIJ
339,431630BIJ
339,431631BIJ
339,431632BIJ
339,431633BIJ
339,431730BIJ
339,431731BIJ
339,431732BIJ
339,431733BIJ
339,431734BIJ
339,486601BIJ
339,486602BIJ
339,486603BIJ
339,486604BIJ
339,486605BIJ
339,488300BIJ
339,506100ATB
339,506230BIJ
339,506231BIJ
339,506232BIJ
339,590530BIJ
339,590701ATB
339,590702ATB
339,607800BIJ
339,615401BIJ
339,618830BIJ
339,628330BIJ
339,633130BIJ
339,649701BIJ
339,649702BIJ
339,649703BIJ
339,649704BIJ
339,649705BIJ
339,666801BIJ
339,666802BIJ
339,666803BIJ
339,666804BIJ
339,666805BIJ
339,670201BIJ
339,670202BIJ
339,670203BIJ
339,670204BIJ
339,670501BIJ
339,670502BIJ
339,670503BIJ
339,670504BIJ
339,670505BIJ
339,675600ALQ
339,676701BIJ
339,676702BIJ
339,676703BIJ
339,676704BIJ
339,676705BIJ
339,684901BIJ
339,687200ATR
339,694301BIJ
339,694302BIJ
339,694303BIJ
339,694304BIJ
339,694305BIJ
339,698300ALQ
339,700001BIJ
339,720901BIJ
339,724101BIJ
339,724102BIJ
339,724103BIJ
339,724104BIJ
339,733001BIJ
339,733002BIJ
339,733003BIJ
339,733004BIJ
339,739201ATB
339,740401ATB
339,740402ATB
341,228503BIS
341,228504BIS
341,228505BIS
341,228506BIS
341,228509BIS
341,228515BIS
341,228518BIS
341,228519BIS
341,228523BIS
341,228531BIS
341,228532BIS
341,322800BIS
341,323200BIS
341,323400BIS
341,350400BIS
341,365900BIS
341,366000BIS
341,393301DPD
341,408401DPD
341,429900BIS
341,473100BIS
341,478900BIS
341,479300BIS
341,479500BIS
341,510100BIS
341,510200BIS
341,510300BIS
341,606600BIS
341,606700BIS
341,645100BIS
341,650300BIS
341,669500BIS
349,228744CIS
349,249202CIS
349,324100BIS
349,326500BIS
349,349700BIS
349,354200BIS
349,355200CIS
349,362200CIS
349,366100BIS
349,366200BIS
349,366300BIS
349,449000BIS
349,449100BIS
349,449200BIS
349,449800BIS
349,449900BIS
349,450000BIS
349,463700BIS
349,463900BIS
349,464000BIS
349,464700BIS
349,464800BIS
349,509600BIS
349,509700BIS
349,509800BIS
349,510700BIS
349,510800BIS
349,511000BIS
349,513500BIS
349,515300BIS
349,516900BIS
349,517000BIS
349,644300BIJ
349,659300BIS
349,659400BIS
349,665700BIS
349,665800BIS
349,665900BIS
349,681600BIS
349,681800BIS
349,682000BIS
391,110530BIJ
391,110531BIJ
391,117701ATB
391,123907ACS
391,123908ACS
391,124001ACH
391,124002ACH
391,180901ATB
391,191201ATB
391,205002ACM
391,205002APD
391,246501ATB
391,305900ACH
391,427800ACH
391,448000ACH
391,457501ATB
391,474931AGN
391,487202ATB
391,487202ATD
391,487203ATB
391,487203ATD
391,487802ACH
391,506001ATB
391,665301ATB
391,665401ATB
391,715101ATB
391,716301ATB
391,716401ATB
391,720701ATB
392,140701BIJ
392,142501BIJ
392,150930BIJ
392,160430BIJ
392,160431BIJ
392,160432BIJ
392,160433BIJ
392,166502BIJ
392,182503ATB
392,182530BIJ
392,182531BIJ
392,182532BIJ
392,182533BIJ
392,182534BIJ
392,182535BIJ
392,182536BIJ
392,182537BIJ
392,182539BIJ
392,190930BIJ
392,199201ATB
392,199202ATB
392,209901ACH
392,209902ACH
392,228502BIJ
392,228536BIJ
392,360530BIJ
392,363401ATB
392,363401BIJ
392,459701AGN
392,459701ATD
392,459702ACH
392,480101ACH
392,486001ATD
392,486002ATD
392,486003ATD
392,486004ATB
392,486005ATB
392,486006ATB
392,486007ASS
392,486009APD
392,486010ASS
392,494001APD
392,512001ACH
392,566132BIJ
392,566134BIJ
394,105001ATB
394,137801ATB
394,567401ATB
394,567403ATB
395,439701BIJ
395,442101BIJ
395,451201ATE
395,451202ATE
395,466230BIJ
395,498430BIJ
395,498530BIJ
395,499001BIJ
395,518730BIJ
395,637701BIJ
395,637830BIJ
395,637901BIJ
395,650401BIJ
395,650402BIJ
395,650403BIJ
395,650404BIJ
395,650405BIJ
395,721001BIJ
396,100601ATB
396,100602ATB
396,165402ATB
396,165602ATB
396,165603ATR
396,165604ATR
396,165701ATB
396,165702ATB
396,165703ATB
396,165704ATB
396,165801ATB
396,170130BIJ
396,170131BIJ
396,170430BIJ
396,170431BIJ
396,175330BIJ
396,175331BIJ
396,175332BIJ
396,175333BIJ
396,191501ATB
396,191502ATB
396,191502ATR
396,191503ATB
396,191503ATR
396,191504ATB
396,191504ATR
396,191505ATR
396,249001ATB
396,249002ATB
396,379501ATB
396,379502ATB
396,379503ATB
396,430202ATB
396,430203ATB
396,431901ATB
396,431902ATB
396,441330BIJ
396,441331BIJ
396,441332BIJ
396,441333BIJ
396,443400ATB
396,443500ATB
396,461830BIJ
396,461831BIJ
396,461832BIJ
396,474200ATB
396,474300ATB
396,474300ATR
396,484930BIJ
396,484931BIJ
396,486101ATB
396,488730BIJ
396,497200ATB
396,498100ATB
396,498600ATB
396,500801ATB
396,501101ATB
396,501102ATB
396,501103ATB
396,502300ATB
396,502300ATR
396,502900ATB
396,507000ATB
396,507100ATB
396,513700ATB
396,513700ATR
396,518500ATR
396,518600ATR
396,519600ATB
396,520500ATB
396,520600ATB
396,520700ATB
396,523800ATR
396,524700ATR
396,525500ATB
396,525600ATB
396,525901ATB
396,527301ATB
396,527302ATB
396,613301ATB
396,613302ATB
396,616401ATB
396,619101ATB
396,624202ATB
396,624203ATB
396,626700BIJ
396,626830BIJ
396,627301ATB
396,628201ATB
396,628202ATB
396,630500ATB
396,630600ATB
396,632000ATR
396,635600ATR
396,635700ATR
396,639601ATB
396,639701BIJ
396,639702BIJ
396,639800ATR
396,641400ATR
396,641800ATR
396,641900ATR
396,642000ATR
396,645000ATR
396,645301ATB
396,648400ATB
396,648500ATB
396,648600ATB
396,649000ATB
396,649100ATB
396,649200ATB
396,649300ATB
396,649400ATB
396,649500ATB
396,649900ATR
396,650000ATR
396,650100ATR
396,653800ATR
396,653900ATR
396,654000ATR
396,654100ATR
396,655700ATR
396,664600ATB
396,664700ATB
396,664800ATB
396,666700BIJ
396,667000BIJ
396,671800ATR
396,672000ATR
396,672500ATR
396,672600ATR
396,672700ATR
396,672800ATR
396,673800ATR
396,674301ATB
396,675100ATB
396,683300ATR
396,683400ATR
396,685801ATB
396,693201ATB
396,693202ATB
396,693301ATB
396,693302ATB
396,693402ATB
396,693501ATB
396,693502ATB
396,693900BIJ
396,694201ATB
396,694202ATB
396,694203ATB
396,695301ATB
396,695401ATB
396,696900ATB
396,697000ATB
396,701201ATB
396,702400ATB
396,702500ATB
396,702600ATB
396,702700ATB
396,704100ATB
396,704200ATB
396,704300ATB
396,705100ATB
396,705200ATB
396,705300ATB
396,706900ATB
396,708200ATR
396,708300ATR
396,708400ATR
396,709300ATR
396,709400ATR
396,709500ATR
396,710900ATR
396,711000ATR
396,711100ATR
396,711300ATB
396,711400ATB
396,712901ATB
396,712902ATB
396,715200ATR
396,715300ATR
396,715400ATR
396,715500ATR
396,715701ATB
396,718200ATR
396,718300ATR
396,718500ATR
396,718600ATR
396,718700ATR
396,718800ATR
396,718900ATR
396,719000ATR
396,719100ATR
396,719200ATR
396,719300ATR
396,719400ATR
396,719700ATB
396,720300ATB
396,721700ATR
396,721900ATR
396,722200ATR
396,722300ATR
396,722400ATR
396,722500ATR
396,722900ATR
396,723000ATB
396,723100ATB
396,723500ATB
396,723900ATB
396,724400ATB
396,724500ATB
396,724700ATB
396,724800ATB
396,726300ATR
396,726800ATR
396,726900ATR
396,731200ATR
396,731800ATR
396,731900ATR
396,732000ATR
396,732101ATB
396,732600ATB
396,732700ATB
396,732800ATB
396,732900ATB
396,734900ATR
396,735000ATR
396,739900ATR
399,112201ACH
399,115601ATB
399,118701ATB
399,122501ATB
399,122502ATB
399,130231BIJ
399,130232BIJ
399,132502ACH
399,140403BIJ
399,142801ACH
399,142802ACH
399,164301BIJ
399,173601BIJ
399,173602BIJ
399,180830ASY
399,180833ASY
399,207930BIJ
399,228301ATB
399,228303ATB
399,228305ATB
399,228307ALQ
399,237830BIJ
399,250901ATB
399,250901ATR
399,250902ATR
399,328200BIJ
399,354500BIJ
399,358001ATB
399,358002ATB
399,367730ASS
399,379601ATE
399,420730BIJ
399,420731BIJ
399,420732BIJ
399,442302ATB
399,442302ATE
399,442330ATB
399,461501BIJ
399,461502BIJ
399,468000ATE
399,480304ATB
399,480330BIJ
399,481100ATB
399,484001ACH
399,500200ATB
399,505901ACH
399,511200ATB
399,512301ATB
399,515001ATB
399,517401ATB
399,517402ATB
399,517403ATB
399,518400ATB
399,523900ATB
399,524901ATB
399,526030BIJ
399,530045BIJ
399,530046BIJ
399,617101ATB
399,618401ATD
399,629001BIJ
399,629002BIJ
399,629003BIJ
399,646601ACH
399,659200ACH
399,659200ATB
399,674500ATB
399,680701BIJ
399,691701BIJ
399,691702BIJ
399,691703BIJ
399,691901BIJ
399,698200ATB
399,729501ATB
399,729502ATB
421,100101APD
421,100102ACH
421,104501BIJ
421,109001ATB
421,117201ATB
421,117202ATB
421,120630BIJ
421,122701ATB
421,122702ATB
421,123730BIJ
421,123731BIJ
421,123732BIJ
421,123733BIJ
421,123734BIJ
421,123735BIJ
421,134530BIJ
421,134533BIJ
421,134534BIJ
421,134830BIJ
421,139001ATB
421,139005BIJ
421,139631BIJ
421,139633BIJ
421,139634BIJ
421,139635BIJ
421,139636BIJ
421,139637BIJ
421,139638BIJ
421,139901BIJ
421,139902BIJ
421,148340BIJ
421,148341BIJ
421,148342BIJ
421,148344BIJ
421,148346BIJ
