class3_code,substance_code
421,148348BIJ
421,148350BIJ
421,148351BIJ
421,155101ACH
421,157131BIJ
421,157132BIJ
421,160101BIJ
421,161430BIJ
421,161431BIJ
421,161432BIJ
421,164930BIJ
421,164931BIJ
421,164932BIJ
421,164933BIJ
421,167201BIJ
421,167202BIJ
421,172001ACH
421,172002ACH
421,173301BIJ
421,177430BIJ
421,177431BIJ
421,177433BIJ
421,177435BIJ
421,181401BIJ
421,181403BIJ
421,182201ATB
421,182602BIJ
421,182604BIJ
421,182605BIJ
421,182606BIJ
421,182608BIJ
421,182611BIJ
421,182630BIJ
421,188905ATB
421,189301ATB
421,189302ATB
421,189303ASS
421,189304ASS
421,189330ASS
421,189331ASS
421,189335ASS
421,189901ATB
421,189902BIJ
421,190601ATB
421,192101ATB
421,192139BIJ
421,192141BIJ
421,192142BIJ
421,192143BIJ
421,196530BIJ
421,198001BIJ
421,198003BIJ
421,205803BIJ
421,205830BIJ
421,205834BIJ
421,207830BIJ
421,207831BIJ
421,207832BIJ
421,207833BIJ
421,207835BIJ
421,234501ATB
421,234502ATB
421,241901BIJ
421,242801BIJ
421,242802BIJ
421,242830BIJ
421,244902BIJ
421,244930BIJ
421,247830BIJ
421,248030BIJ
421,248031BIJ
421,248230BIJ
421,248231BIJ
421,309700ACH
421,358202ACH
421,358203ACH
421,358204ACH
421,358401ATB
421,412701ATB
421,412702ATB
421,412703ATB
421,412704ATB
421,422603BIJ
421,422630BIJ
421,422631BIJ
421,452400ACH
421,452500ACH
421,452801BIJ
421,453001ATB
421,463301BIJ
421,463302BIJ
421,467501BIJ
421,467502BIJ
421,477401ATB
421,477402ATB
421,477403ATB
421,481203BIJ
421,481230BIJ
421,481231BIJ
421,481232BIJ
421,481234BIJ
421,481235BIJ
421,481239BIJ
421,484301BIJ
421,484302BIJ
421,484303ATB
421,484304ATB
421,485605ATB
421,485606ATB
421,485607ATB
421,485701ACH
421,485702ACH
421,487701ACH
421,487702ACH
421,487703ACH
421,488001ATB
421,493301ATB
421,493302ATB
421,493304ATB
421,493305ATB
421,495601BIJ
421,495602BIJ
421,503701BIJ
421,507501ATB
421,554330BIJ
421,554331BIJ
421,556430BIJ
421,562601ACH
421,562602ACH
421,568230BIJ
421,568931BIJ
421,588201ACH
421,588201ATB
421,588202ACH
421,588202ATB
421,588203ACH
421,588203ATB
421,588204ACH
421,588204ATB
421,588205ACH
421,588207ACH
421,588207ATB
421,588430BIJ
421,588431BIJ
421,611801ATB
421,611802ATB
421,613901BIJ
421,614330BIJ
421,614601BIJ
421,614602BIJ
421,617501ACH
421,617502ACH
421,617701ACH
421,617702ACH
421,620402ATB
421,620501ATB
421,621001ATB
421,621002ATB
421,621330BIJ
421,623001ATB
421,623002ATB
421,623003ATB
421,623004ATB
421,624101ATB
421,624102ATB
421,624401BIJ
421,624402BIJ
421,624501BIJ
421,624601BIJ
421,624801ATB
421,626001BIJ
421,626002BIJ
421,626101ATB
421,626102ATB
421,626103ATB
421,627401ACS
421,628001ACH
421,628002ACH
421,628003ACH
421,628004ACH
421,628101ACH
421,628901BIJ
421,633330BIJ
421,633331BIJ
421,634401ACH
421,638401BIJ
421,638402BIJ
421,638403BIJ
421,639001BIJ
421,639301BIJ
421,639302BIJ
421,643502ATB
421,643503ATB
421,645201ACH
421,645202ACH
421,645401ATB
421,645402ATB
421,647701BIJ
421,647801BIJ
421,647802BIJ
421,647901BIJ
421,647902BIJ
421,652501ATB
421,652502ATB
421,655201ACH
421,655201ATB
421,655202ACH
421,655202ATB
421,655203ACH
421,655203ATB
421,656201ACH
421,657701BIJ
421,658801BIJ
421,658802BIJ
421,663101ACH
421,663102ACH
421,666002BIJ
421,666401ATB
421,666402ATB
421,666403ATB
421,667101BIJ
421,667102BIJ
421,669601ATB
421,669602ATB
421,675701ATB
421,675702ATB
421,675703ATB
421,676501BIJ
421,676901BIJ
421,676902BIJ
421,678801BIJ
421,678901ACH
421,678901ATB
421,680601ATB
421,680602ATB
421,680603ATB
421,681401ACH
421,681402ACH
421,681403ACH
421,684201ATB
421,686601ATB
421,686602ATB
421,686603ATB
421,687801ATB
421,688601ACH
421,688602ACH
421,688901ACH
421,688902ACH
421,688903ALQ
421,688904ALQ
421,691601ATB
421,691602ATB
421,691603ATB
421,695101ATB
421,699701ATB
421,699702ATB
421,701500BIJ
421,701600BIJ
421,702301ACH
421,706201BIJ
421,707001ACH
421,708701ACH
421,711601ATB
421,711602ATB
421,713401BIJ
421,713601BIJ
421,715800BIJ
421,716001ATB
421,716601BIJ
421,717701ATB
421,717702ATB
421,717703ATB
421,721201ATB
421,721202ATB
421,721203ATB
421,721401BIJ
421,729701BIJ
421,733101ATB
421,733200ATB
421,735201BIJ
421,740001ATB
421,740601ACH
421,740602ACH
421,740603ACH
429,114301BIJ
429,243001ACS
429,348101ACH
429,348102ACH
429,697901ACH
429,697902ACH
431,188801BIJ
431,368401BIJ
431,368501BIJ
431,368610ACH
431,368612ACH
431,368613ACH
431,368614ACH
431,368616ALQ
431,368617ACH
431,368621ACH
431,368627ACH
431,368628ALQ
431,368628BIJ
431,368639ACH
431,368641ACH
431,368647ACH
431,368656ACH
431,368701BIJ
431,368901BIJ
431,369000BIJ
431,369101BIJ
431,369401BIJ
431,369403BIJ
431,369501BIJ
431,369503BIJ
431,369601BIJ
431,369901BIJ
431,370002BIJ
431,382301BIJ
431,418700BIJ
431,428201BIJ
431,430401BIJ
431,448801BIJ
431,472703BIJ
431,472705BIJ
431,472706BIJ
431,472707BIJ
431,472708BIJ
431,472709BIJ
431,482501BIJ
431,490201BIJ
431,648001BIJ
431,691301BIJ
439,383501BIJ
439,383502BIJ
439,455803BIJ
439,455830BIJ
439,455831BIJ
439,485301CDS
439,485302CDS
439,485304CDS
439,488430BIJ
439,488431BIJ
439,488432BIJ
439,488433BIJ
439,503630BIJ
439,503631BIJ
439,503632BIJ
439,512201BIJ
439,512230BIJ
439,517801BIJ
439,617901BIJ
439,623930BIJ
439,623931BIJ
439,623932BIJ
439,623933BIJ
439,641301BIJ
439,641302BIJ
439,645601CSS
439,689602BIJ
439,708801BIJ
439,718101BIJ
611,115502BIJ
611,184201ACH
611,184203ACH
611,184231BIJ
611,229101ATB
611,234901BIJ
611,234902BIJ
611,234903BIJ
611,247201ACH
611,247202ACH
611,247203BIJ
611,247204BIJ
611,247205BIJ
611,412901ATB
611,412903ATB
611,412930BIJ
611,567104BIJ
611,567105BIJ
612,106831BIJ
612,106833BIJ
612,240833COS
612,240834COS
612,240841BIJ
612,240843BIJ
612,240845COO
612,484201BIJ
612,717000BIJ
613,139101ACH
613,223901ACH
613,223902ACH
613,223902ATB
613,223903ATB
613,223904ATB
613,232101BIJ
613,364401ACH
613,519500ATB
614,112701ATB
614,112732ASY
614,112733ASY
614,112734BIJ
614,225301ATB
614,225332ASS
615,131030COS
615,149501ACH
615,149501ATB
615,149502ATB
615,149701ACH
615,149701ATB
615,195903ACH
615,236701ACH
616,108501BIJ
616,210301BIJ
617,140601BIJ
617,149430BIJ
617,149431BIJ
617,149432BIJ
617,149433BIJ
617,149435BIJ
617,152730BIJ
617,152731BIJ
617,173002BIJ
617,196401BIJ
618,108101ACH
618,108103ACH
618,108130ASY
618,108201BIJ
618,108203BIJ
618,108603BIJ
618,125201ACH
618,125204ATR
618,125235ASY
618,125237ASY
618,125238ASY
618,125304ACH
618,125332ASY
618,125333ASY
618,125334ASY
618,125701BIJ
618,125802BIJ
618,125901ACH
618,125931AGN
618,126001ATB
618,126031AGN
618,126032AGN
618,126101BIJ
618,126103BIJ
618,126301ACH
618,126334APD
618,126501BIJ
618,126502BIJ
618,126504BIJ
618,126601BIJ
618,126701BIJ
618,127101BIJ
618,127102BIJ
618,127103BIJ
618,127201BIJ
618,127204BIJ
618,127301BIJ
618,127302BIJ
618,127303BIJ
618,127304BIJ
618,127501BIJ
618,127701BIJ
618,127901ATB
618,127930ASY
618,127931ASY
618,127932ASY
618,128001ATB
618,128030ASY
618,128032ASY
618,128101ACH
618,128301BIJ
618,128302BIJ
618,128303BIJ
618,128501BIJ
618,128503BIJ
618,128701BIJ
618,128801BIJ
618,128803BIJ
618,128804BIJ
618,128805BIJ
618,128806BIJ
618,128807BIJ
618,128903ATB
618,128931ASY
618,129001BIJ
618,129003BIJ
618,129402ACH
618,130001BIJ
618,130002BIJ
618,130003BIJ
618,130101ACH
618,130102BIJ
618,130105ACH
618,159501BIJ
618,163430APD
618,165136BIJ
618,165138CCM
618,190702BIJ
618,190703BIJ
618,190704BIJ
618,193101ACH
618,193101ATB
618,200730BIJ
618,200731BIJ
618,200732BIJ
618,200733BIJ
618,247206BIJ
618,310500ATB
618,310600ATB
618,310700ATB
618,328900BIJ
618,329000BIJ
618,329300BIJ
618,329400BIJ
618,329500BIJ
618,329600BIJ
618,329900BIJ
618,360801BIJ
618,380000ATB
618,381300BIJ
618,381500BIJ
618,440100ATB
618,447701BIJ
618,452001ATB
618,462000ATB
618,467300ASS
618,467400ASS
618,474401ATB
618,474402ATB
618,474432AGN
618,495301BIJ
618,534400ASY
618,534800ASY
618,535000ASY
618,535300ASY
618,535500ASY
618,536300ASY
618,557400BIJ
618,589302ACH
618,593201BIJ
618,659700BIJ
618,731600BIJ
618,800001BIJ
619,134901ATB
619,134902BIJ
619,134904ATB
619,134904ATR
619,134935ASY
619,134937ASY
619,135401ACH
619,135630BIJ
619,135631BIJ
619,311000ATB
619,328500BIJ
619,328600BIJ
619,433300BIJ
619,453200BIJ
619,657600BIJ
621,232801ATE
621,311500ATB
621,483601ATB
622,155602ATB
622,178101ATB
622,220401ATB
622,221201ATB
622,221202ATB
622,380200ATB
622,626901ATB
622,631101ATB
622,703201ATB
623,140501ATB
629,102904ATB
629,102905BIJ
629,102907ATB
629,102934BIJ
629,102940ASY
629,102942ASY
629,102946ATC
629,134103ATB
629,134105ATB
629,134133BIJ
629,134134BIJ
629,134135BIJ
629,157201ATB
629,157202ATB
629,159903ACH
629,159903ATB
629,159905ACH
629,159905ATB
629,159931BIJ
629,159934ASY
629,164602BIJ
629,175001ATB
629,175030ASY
629,179101ACH
629,179101ATB
629,179131ALQ
629,180902ATB
629,183201ATB
629,183202ATB
629,183203ATB
629,183205ATB
629,183233BIJ
629,183234BIJ
629,183235BIJ
629,184901ATB
629,184903ATB
629,203901ATB
629,203904ATB
629,203940BIJ
629,223601ACH
629,223604ACH
629,224401ATB
629,235747ATB
629,242201ATB
629,246701ATB
629,250001CSI
629,358901ACH
629,358902ACH
629,358902APD
629,358903ACH
629,358903APD
629,358907ASS
629,358908ASS
629,358909ASS
629,380301ATB
629,380335BIJ
629,420101ATB
629,428901ATB
629,440001BIJ
629,440002BIJ
629,442901ATB
629,442902BIJ
629,456501ATB
629,456501BIJ
629,459501ATB
629,459503ASY
629,477501BIJ
629,477502BIJ
629,493901ATB
629,497401BIJ
629,498702ATB
629,498703ATB
629,506301ATB
629,506302ATB
629,508901ATB
629,510501BIJ
629,513100ATB
629,517300ATB
629,566202ATE
629,566230ASS
629,599900ATB
629,617801ATB
629,628601ATB
629,637101ATB
629,641600ATB
629,644401ATB
629,645800ATB
629,646700ATB
629,646901ACH
629,646902ACH
629,646903ACH
629,646906ASS
629,647600ATB
629,655900ATB
629,658300ATB
629,658400ATB
629,664901ATB
629,665001ATB
629,665101ATB
629,665201ATB
629,665501ATB
629,669700ATB
629,676001ATB
629,676001BIJ
629,676002ATB
629,676002BIJ
629,676800ATB
629,686101ATB
629,686500ATB
629,687400ATB
629,690801BIJ
629,703500ATB
629,707100ATB
629,707201ATB
629,708100ATB
629,716701ATB
629,740101BIJ
629,740201BIJ
629,801601BIJ
631,483501BIJ
632,474601BIJ
632,474602BIJ
632,474603BIJ
632,474605BIJ
633,109501BIJ
634,109201BIJ
634,109202BIJ
634,109301BIJ
634,169301BIJ
634,169502BIJ
634,169503BIJ
634,169601BIJ
634,169702BIJ
634,169703BIJ
634,169801BIJ
634,169930BIJ
634,169931BIJ
634,169932BIJ
634,169933BIJ
634,169934BIJ
634,169935BIJ
634,169936BIJ
634,169937BIJ
634,169938BIJ
634,169939BIJ
634,169940BIJ
634,169941BIJ
634,169942BIJ
634,173930BIJ
634,173931BIJ
634,174130BIJ
634,227101BIJ
634,227102BIJ
634,227103BIJ
634,227104BIJ
634,346900CDS
634,354800CDS
634,363532BIJ
634,363533BIJ
634,420500CLQ
634,425100CDS
634,472801BIJ
634,472802BIJ
634,472803BIJ
634,568400CLQ
634,617400CLQ
634,634101BIJ
634,635801BIJ
634,663300CLQ
634,666300CLQ
634,710801BIJ
634,710802BIJ
634,713700CLQ
634,713800CLQ
634,801300CLQ
634,801400CLQ
635,482030BIJ
636,484130BIJ
639,175730BIJ
639,175732BIJ
639,175801BIJ
639,588530BIJ
639,689002BIJ
639,689003BIJ
641,171701ATB
641,171702ATB
641,171703ATB
641,171704ATB
641,171705ATB
641,189101ATB
641,194101ATB
641,194131BIJ
641,204930BIJ
641,217701ATB
641,239801ATB
641,239803ATB
641,312100ATB
641,439000ATB
641,483301ATB
641,616200ATB
642,104303ATB
642,216702ATB
713,249201BIJ
713,249202BIJ
719,372201CLQ
721,113937APD
721,113949APD
721,156030BIJ
721,156031BIJ
721,176030BIJ
721,176031BIJ
721,176032BIJ
721,176033BIJ
721,176034BIJ
721,176035BIJ
721,176038BIJ
721,176039BIJ
721,176132BIJ
721,176133BIJ
721,176134BIJ
721,176135BIJ
721,176137BIJ
721,176139BIJ
721,176142BIJ
721,176331BIJ
721,176333BIJ
721,176334BIJ
721,176335BIJ
721,176336BIJ
721,176337BIJ
721,176338BIJ
721,176339BIJ
721,176340BIJ
721,176341BIJ
721,176342BIJ
721,176343BIJ
721,176344BIJ
721,176345BIJ
721,176346BIJ
721,176348BIJ
721,176350BIJ
721,176351BIJ
721,176352BIJ
721,176353BIJ
721,176358BIJ
721,176362BIJ
721,176364BIJ
721,176374BIJ
721,176385BIJ
721,176388BIJ
721,176389BIJ
721,176392BIJ
721,176393BIJ
721,176394BIJ
721,176396BIJ
721,176398BIJ
721,176431BIJ
721,176432BIJ
721,176433BIJ
721,176435BIJ
721,176436BIJ
721,176437BIJ
721,176438BIJ
721,176439BIJ
721,176440BIJ
721,176441BIJ
721,176442BIJ
721,176451BIJ
721,176458BIJ
721,176517BIJ
721,176530BIJ
721,176531BIJ
721,176532BIJ
721,176534BIJ
721,176535BIJ
721,176536BIJ
721,176537BIJ
721,176538BIJ
721,176540BIJ
721,176541BIJ
721,176542BIJ
721,176543BIJ
721,176544BIJ
721,176545BIJ
721,176546BIJ
721,176547BIJ
721,176548BIJ
721,176550BIJ
721,176551BIJ
721,176554BIJ
721,176731BIJ
721,176732BIJ
721,176733BIJ
721,176736BIJ
721,176737BIJ
721,176738BIJ
721,176745BIJ
721,176746BIJ
721,176750BIJ
721,176933BIJ
721,176934BIJ
721,176936BIJ
721,176937BIJ
721,176938BIJ
721,176942BIJ
721,176943BIJ
721,176944BIJ
721,176945BIJ
721,466430BIJ
721,466431BIJ
721,466432BIJ
721,466433BIJ
721,466831BIJ
721,471630BIJ
721,471631BIJ
721,471632BIJ
721,471633BIJ
721,471634BIJ
721,487301BIJ
721,499700AGN
721,522500ALQ
721,536800ASS
721,615131BIJ
721,615132BIJ
721,615133BIJ
721,615134BIJ
721,616300APD
721,634700ALQ
721,634700APD
721,656000ALQ
721,676300APD
721,682600APD
722,161130BIJ
722,174530BIJ
725,376701ATB
728,167130BIJ
728,366530BIJ
728,466501BIJ
729,138201BIJ
729,166431ALQ
729,166433ALQ
729,166435ALQ
729,688001BIJ
732,393501CLQ
732,408501DMS
732,485101CLQ
732,485102CLQ
739,485107CLQ
799,430000CLQ
811,137703ATB
811,144901ATR
811,197230BIJ
811,197231BIJ
811,197301ATR
811,197302ATR
811,197305ATB
811,197330BIJ
811,197331BIJ
811,197332BIJ
811,197334BIJ
811,197335BIJ
811,197336BIJ
811,197339BIJ
811,197340BIJ
811,313400ACH
811,441102ATB
811,441130BIJ
811,441131BIJ
811,518200ATB
811,518300ATB
821,104730BIJ
821,158209CPC
821,158210CPC
821,158211CPC
821,158213CPC
821,158305ATC
821,158305ATL
821,158306ATC
821,158306ATL
821,158307ATC
821,158308ATC
821,158313ATC
821,158314ATC
821,158314ATL
821,158315ATC
821,158316ATC
821,158317ATC
821,158321ATL
821,158322ATL
821,158330BIJ
821,158331BIJ
821,158332BIJ
821,158333BIJ
821,158334BIJ
821,158336ATL
821,158337ATL
821,158338ATL
821,211530BIJ
821,211531BIJ
821,232530BIJ
821,232531BIJ
821,359001ATR
821,359002ATB
821,359002ATR
821,359003ATB
821,359003ATR
821,359004ATB
821,359007ATR
821,359030BIJ
821,359031BIJ
821,457601BIJ
821,457602BIJ
821,457603BIJ
821,517100ATR
821,517200ATR
821,564000ATR
821,564100ATR
821,628401ATB
821,628401ATR
821,628402ATR
821,628404ATR
821,630901CSI
821,630904CSI
821,630907CSI
821,630910CSI
821,630911CSI
821,667600ATR
